fecha;maxima;minima;estacion
3/7/2021;34.0;2.5;RIO GRANDE
4/7/2021;20.1;17.1;AEROPARQUE AERO
4/7/2021;20.5;13.8;LAS LOMITAS
4/7/2021;38.4;15.9;RIO GRANDE
5/7/2021;32.9;18.7;AEROPARQUE AERO
5/7/2021;39.8;4.2;LAS LOMITAS
5/7/2021;37.2;6.4;RIO GRANDE
6/7/2021;27.7;8.8;AEROPARQUE AERO
6/7/2021;34.5;2.0;LAS LOMITAS
6/7/2021;31.4;11.8;RIO GRANDE
7/7/2021;37.6;9.2;AEROPARQUE AERO
7/7/2021;34.1;8.8;LAS LOMITAS
7/7/2021;32.0;6.1;RIO GRANDE
8/7/2021;20.2;6.0;AEROPARQUE AERO
8/7/2021;39.3;1.2;LAS LOMITAS
8/7/2021;37.3;11.3;RIO GRANDE
9/7/2021;28.9;18.0;AEROPARQUE AERO
9/7/2021;38.3;12.4;LAS LOMITAS
9/7/2021;32.9;10.4;RIO GRANDE
10/7/2021;28.0;7.9;AEROPARQUE AERO
10/7/2021;21.2;4.0;LAS LOMITAS
10/7/2021;37.7;17.7;RIO GRANDE
11/7/2021;34.1;7.0;AEROPARQUE AERO
11/7/2021;39.3;18.5;LAS LOMITAS
11/7/2021;34.2;10.9;RIO GRANDE
12/7/2021;38.0;6.7;AEROPARQUE AERO
12/7/2021;37.3;4.4;LAS LOMITAS
12/7/2021;34.4;17.9;RIO GRANDE
13/7/2021;21.1;4.9;AEROPARQUE AERO
13/7/2021;39.0;7.9;LAS LOMITAS
13/7/2021;33.8;15.7;RIO GRANDE
14/7/2021;29.2;19.5;AEROPARQUE AERO
14/7/2021;31.4;3.6;LAS LOMITAS
14/7/2021;32.4;19.4;RIO GRANDE
15/7/2021;24.2;15.1;AEROPARQUE AERO
15/7/2021;30.2;2.4;LAS LOMITAS
15/7/2021;37.9;6.3;RIO GRANDE
16/7/2021;36.1;7.0;AEROPARQUE AERO
16/7/2021;36.0;3.0;LAS LOMITAS
16/7/2021;32.6;0.7;RIO GRANDE
17/7/2021;29.6;0.8;AEROPARQUE AERO
17/7/2021;35.7;8.3;LAS LOMITAS
17/7/2021;30.8;14.0;RIO GRANDE
18/7/2021;23.3;15.5;AEROPARQUE AERO
18/7/2021;33.7;18.0;LAS LOMITAS
18/7/2021;28.9;11.7;RIO GRANDE
19/7/2021;31.4;17.3;AEROPARQUE AERO
19/7/2021;25.7;13.7;LAS LOMITAS
19/7/2021;35.3;6.9;RIO GRANDE
20/7/2021;31.0;1.5;AEROPARQUE AERO
20/7/2021;21.1;13.6;LAS LOMITAS
20/7/2021;32.6;7.3;RIO GRANDE
21/7/2021;37.2;1.9;AEROPARQUE AERO
21/7/2021;38.6;5.9;LAS LOMITAS
21/7/2021;37.8;5.5;RIO GRANDE
22/7/2021;33.6;10.0;AEROPARQUE AERO
22/7/2021;39.5;11.1;LAS LOMITAS
22/7/2021;26.2;11.8;RIO GRANDE
23/7/2021;36.2;17.0;AEROPARQUE AERO
23/7/2021;36.7;12.8;LAS LOMITAS
23/7/2021;29.2;6.9;RIO GRANDE
24/7/2021;32.8;14.1;AEROPARQUE AERO
24/7/2021;27.1;13.4;LAS LOMITAS
24/7/2021;37.7;7.5;RIO GRANDE
25/7/2021;39.3;15.4;AEROPARQUE AERO
25/7/2021;32.2;5.5;LAS LOMITAS
25/7/2021;27.6;4.3;RIO GRANDE
26/7/2021;31.7;15.4;AEROPARQUE AERO
26/7/2021;25.0;0.4;LAS LOMITAS
26/7/2021;21.0;6.4;RIO GRANDE
27/7/2021;20.0;15.2;AEROPARQUE AERO
27/7/2021;26.3;1.9;LAS LOMITAS
27/7/2021;23.8;12.5;RIO GRANDE
28/7/2021;27.2;16.0;AEROPARQUE AERO
28/7/2021;35.9;2.8;LAS LOMITAS
28/7/2021;36.5;10.1;RIO GRANDE
29/7/2021;26.9;14.8;AEROPARQUE AERO
29/7/2021;26.8;0.8;LAS LOMITAS
29/7/2021;39.0;3.9;RIO GRANDE
30/7/2021;24.0;18.6;AEROPARQUE AERO
30/7/2021;37.6;4.8;LAS LOMITAS
30/7/2021;25.9;11.2;RIO GRANDE
31/7/2021;36.9;5.2;AEROPARQUE AERO
31/7/2021;25.8;18.5;LAS LOMITAS
31/7/2021;21.8;11.9;RIO GRANDE
1/8/2021;39.0;12.6;AEROPARQUE AERO
1/8/2021;23.6;3.7;LAS LOMITAS
1/8/2021;25.8;13.3;RIO GRANDE
2/8/2021;20.4;8.6;AEROPARQUE AERO
2/8/2021;25.9;1.7;LAS LOMITAS
2/8/2021;34.5;4.6;RIO GRANDE
3/8/2021;27.9;10.9;AEROPARQUE AERO
3/8/2021;31.9;11.0;LAS LOMITAS
3/8/2021;36.5;16.0;RIO GRANDE
4/8/2021;31.0;5.4;AEROPARQUE AERO
4/8/2021;23.2;19.1;LAS LOMITAS
4/8/2021;27.1;0.6;RIO GRANDE
5/8/2021;27.2;3.5;AEROPARQUE AERO
5/8/2021;29.3;12.0;LAS LOMITAS
5/8/2021;31.9;17.4;RIO GRANDE
6/8/2021;23.9;16.0;AEROPARQUE AERO
6/8/2021;24.6;11.3;LAS LOMITAS
6/8/2021;28.4;5.0;RIO GRANDE
7/8/2021;32.0;3.9;AEROPARQUE AERO
7/8/2021;23.7;14.7;LAS LOMITAS
7/8/2021;30.5;12.6;RIO GRANDE
8/8/2021;37.9;19.8;AEROPARQUE AERO
8/8/2021;24.3;0.8;LAS LOMITAS
8/8/2021;33.3;3.9;RIO GRANDE
9/8/2021;34.9;3.0;AEROPARQUE AERO
9/8/2021;39.0;6.4;LAS LOMITAS
9/8/2021;22.3;9.8;RIO GRANDE
10/8/2021;28.2;18.7;AEROPARQUE AERO
10/8/2021;27.6;13.9;LAS LOMITAS
10/8/2021;30.6;11.6;RIO GRANDE
11/8/2021;22.5;5.9;AEROPARQUE AERO
11/8/2021;33.0;14.0;LAS LOMITAS
11/8/2021;21.2;0.9;RIO GRANDE
12/8/2021;37.9;0.3;AEROPARQUE AERO
12/8/2021;37.0;2.3;LAS LOMITAS
12/8/2021;37.0;6.0;RIO GRANDE
13/8/2021;38.6;16.9;AEROPARQUE AERO
13/8/2021;23.5;17.5;LAS LOMITAS
13/8/2021;29.5;7.8;RIO GRANDE
14/8/2021;31.9;12.8;AEROPARQUE AERO
14/8/2021;32.6;16.9;LAS LOMITAS
14/8/2021;22.0;9.8;RIO GRANDE
15/8/2021;34.1;4.8;AEROPARQUE AERO
15/8/2021;37.3;13.2;LAS LOMITAS
15/8/2021;38.5;2.9;RIO GRANDE
16/8/2021;31.1;6.3;AEROPARQUE AERO
16/8/2021;35.8;15.5;LAS LOMITAS
16/8/2021;25.1;3.9;RIO GRANDE
17/8/2021;39.4;19.2;AEROPARQUE AERO
17/8/2021;39.2;2.2;LAS LOMITAS
17/8/2021;33.6;19.4;RIO GRANDE
18/8/2021;24.6;13.9;AEROPARQUE AERO
18/8/2021;27.5;0.8;LAS LOMITAS
18/8/2021;26.8;16.8;RIO GRANDE
19/8/2021;23.0;10.5;AEROPARQUE AERO
19/8/2021;32.3;15.3;LAS LOMITAS
19/8/2021;25.1;2.7;RIO GRANDE
20/8/2021;27.3;4.9;AEROPARQUE AERO
20/8/2021;32.5;1.7;LAS LOMITAS
20/8/2021;33.2;2.2;RIO GRANDE
21/8/2021;35.5;3.2;AEROPARQUE AERO
21/8/2021;25.4;15.4;LAS LOMITAS
21/8/2021;25.9;16.1;RIO GRANDE
22/8/2021;38.6;2.0;AEROPARQUE AERO
22/8/2021;23.1;16.2;LAS LOMITAS
22/8/2021;24.8;14.0;RIO GRANDE
23/8/2021;22.8;9.6;AEROPARQUE AERO
23/8/2021;38.6;1.7;LAS LOMITAS
23/8/2021;21.2;18.3;RIO GRANDE
24/8/2021;21.4;4.9;AEROPARQUE AERO
24/8/2021;32.7;14.3;LAS LOMITAS
24/8/2021;29.5;2.2;RIO GRANDE
25/8/2021;39.9;19.4;AEROPARQUE AERO
25/8/2021;30.7;2.2;LAS LOMITAS
25/8/2021;39.8;6.7;RIO GRANDE
26/8/2021;25.0;2.2;AEROPARQUE AERO
26/8/2021;20.5;5.3;LAS LOMITAS
26/8/2021;21.0;10.7;RIO GRANDE
27/8/2021;38.8;17.4;AEROPARQUE AERO
27/8/2021;21.8;3.0;LAS LOMITAS
27/8/2021;21.2;8.4;RIO GRANDE
28/8/2021;32.8;10.5;AEROPARQUE AERO
28/8/2021;31.0;10.0;LAS LOMITAS
28/8/2021;20.3;4.3;RIO GRANDE
29/8/2021;33.7;0.1;AEROPARQUE AERO
29/8/2021;21.4;17.7;LAS LOMITAS
29/8/2021;26.4;5.4;RIO GRANDE
30/8/2021;36.4;1.0;AEROPARQUE AERO
30/8/2021;34.7;6.3;LAS LOMITAS
30/8/2021;37.0;6.6;RIO GRANDE
31/8/2021;21.3;9.8;AEROPARQUE AERO
31/8/2021;31.9;7.9;LAS LOMITAS
31/8/2021;35.4;11.3;RIO GRANDE
1/9/2021;38.6;0.9;AEROPARQUE AERO
1/9/2021;32.3;3.7;LAS LOMITAS
1/9/2021;39.9;12.9;RIO GRANDE
2/9/2021;39.1;17.8;AEROPARQUE AERO
2/9/2021;27.1;16.6;LAS LOMITAS
2/9/2021;28.4;15.7;RIO GRANDE
3/9/2021;21.1;19.8;AEROPARQUE AERO
3/9/2021;20.6;6.7;LAS LOMITAS
3/9/2021;27.1;12.0;RIO GRANDE
4/9/2021;33.6;1.5;AEROPARQUE AERO
4/9/2021;22.3;12.9;LAS LOMITAS
4/9/2021;27.8;5.5;RIO GRANDE
5/9/2021;22.4;7.3;AEROPARQUE AERO
5/9/2021;27.4;2.3;LAS LOMITAS
5/9/2021;23.1;13.0;RIO GRANDE
6/9/2021;34.5;14.2;AEROPARQUE AERO
6/9/2021;37.2;4.4;LAS LOMITAS
6/9/2021;20.6;19.9;RIO GRANDE
7/9/2021;28.9;3.7;AEROPARQUE AERO
7/9/2021;28.9;16.2;LAS LOMITAS
7/9/2021;37.8;2.1;RIO GRANDE
8/9/2021;31.4;9.1;AEROPARQUE AERO
8/9/2021;28.4;3.3;LAS LOMITAS
8/9/2021;26.6;12.1;RIO GRANDE
9/9/2021;27.8;7.0;AEROPARQUE AERO
9/9/2021;30.3;6.0;LAS LOMITAS
9/9/2021;20.2;19.5;RIO GRANDE
10/9/2021;32.6;4.6;AEROPARQUE AERO
10/9/2021;29.6;10.2;LAS LOMITAS
10/9/2021;20.8;16.0;RIO GRANDE
11/9/2021;27.5;9.0;AEROPARQUE AERO
11/9/2021;29.3;1.3;LAS LOMITAS
11/9/2021;32.9;7.5;RIO GRANDE
12/9/2021;30.9;0.5;AEROPARQUE AERO
12/9/2021;36.8;10.4;LAS LOMITAS
12/9/2021;21.2;7.1;RIO GRANDE
13/9/2021;27.5;11.3;AEROPARQUE AERO
13/9/2021;26.9;11.8;LAS LOMITAS
13/9/2021;32.6;13.5;RIO GRANDE
14/9/2021;24.2;9.8;AEROPARQUE AERO
14/9/2021;34.9;2.9;LAS LOMITAS
14/9/2021;22.2;7.3;RIO GRANDE
15/9/2021;32.0;2.9;AEROPARQUE AERO
15/9/2021;38.2;17.1;LAS LOMITAS
15/9/2021;34.5;4.5;RIO GRANDE
16/9/2021;32.5;16.2;AEROPARQUE AERO
16/9/2021;30.9;2.6;LAS LOMITAS
16/9/2021;26.1;12.1;RIO GRANDE
17/9/2021;32.2;16.1;AEROPARQUE AERO
17/9/2021;34.0;7.6;LAS LOMITAS
17/9/2021;31.7;0.7;RIO GRANDE
18/9/2021;39.3;18.1;AEROPARQUE AERO
18/9/2021;38.2;8.2;LAS LOMITAS
18/9/2021;27.5;11.9;RIO GRANDE
19/9/2021;24.1;14.2;AEROPARQUE AERO
19/9/2021;30.0;19.1;LAS LOMITAS
19/9/2021;29.9;0.7;RIO GRANDE
20/9/2021;36.0;2.3;AEROPARQUE AERO
20/9/2021;38.7;17.5;LAS LOMITAS
20/9/2021;33.1;4.8;RIO GRANDE
21/9/2021;26.1;11.4;AEROPARQUE AERO
21/9/2021;37.1;7.9;LAS LOMITAS
21/9/2021;36.6;9.4;RIO GRANDE
22/9/2021;28.7;18.1;AEROPARQUE AERO
22/9/2021;34.4;5.0;LAS LOMITAS
22/9/2021;35.6;7.8;RIO GRANDE
23/9/2021;29.6;10.0;AEROPARQUE AERO
23/9/2021;25.5;7.4;LAS LOMITAS
23/9/2021;31.8;11.1;RIO GRANDE
24/9/2021;37.3;19.5;AEROPARQUE AERO
24/9/2021;37.4;8.9;LAS LOMITAS
24/9/2021;26.2;2.6;RIO GRANDE
25/9/2021;29.8;4.0;AEROPARQUE AERO
25/9/2021;35.1;15.7;LAS LOMITAS
25/9/2021;27.8;10.9;RIO GRANDE
26/9/2021;35.3;2.5;AEROPARQUE AERO
26/9/2021;24.2;4.9;LAS LOMITAS
26/9/2021;22.7;18.7;RIO GRANDE
27/9/2021;37.8;7.2;AEROPARQUE AERO
27/9/2021;39.7;19.0;LAS LOMITAS
27/9/2021;34.3;0.1;RIO GRANDE
28/9/2021;36.5;2.1;AEROPARQUE AERO
28/9/2021;24.8;12.9;LAS LOMITAS
28/9/2021;36.2;14.0;RIO GRANDE
29/9/2021;36.0;0.7;AEROPARQUE AERO
29/9/2021;35.1;13.2;LAS LOMITAS
29/9/2021;31.2;17.4;RIO GRANDE
30/9/2021;36.6;0.1;AEROPARQUE AERO
30/9/2021;38.2;11.3;LAS LOMITAS
30/9/2021;34.2;9.4;RIO GRANDE
1/10/2021;23.1;6.7;AEROPARQUE AERO
1/10/2021;21.3;4.0;LAS LOMITAS
1/10/2021;36.7;1.8;RIO GRANDE
2/10/2021;25.0;18.1;AEROPARQUE AERO
2/10/2021;22.1;2.7;LAS LOMITAS
2/10/2021;22.8;16.9;RIO GRANDE
3/10/2021;30.4;10.8;AEROPARQUE AERO
3/10/2021;35.9;10.3;LAS LOMITAS
3/10/2021;33.0;14.9;RIO GRANDE
4/10/2021;39.9;4.0;AEROPARQUE AERO
4/10/2021;37.8;7.2;LAS LOMITAS
4/10/2021;36.0;7.9;RIO GRANDE
5/10/2021;29.9;15.3;AEROPARQUE AERO
5/10/2021;35.8;15.7;LAS LOMITAS
5/10/2021;25.3;2.6;RIO GRANDE
6/10/2021;32.5;18.2;AEROPARQUE AERO
6/10/2021;28.8;11.4;LAS LOMITAS
6/10/2021;36.0;13.8;RIO GRANDE
7/10/2021;23.9;11.5;AEROPARQUE AERO
7/10/2021;21.2;17.2;LAS LOMITAS
7/10/2021;23.2;4.5;RIO GRANDE
8/10/2021;24.1;6.0;AEROPARQUE AERO
8/10/2021;38.5;2.6;LAS LOMITAS
8/10/2021;20.5;4.1;RIO GRANDE
9/10/2021;24.0;19.8;AEROPARQUE AERO
9/10/2021;39.9;15.5;LAS LOMITAS
9/10/2021;28.4;16.7;RIO GRANDE
10/10/2021;37.9;13.9;AEROPARQUE AERO
10/10/2021;36.6;3.9;LAS LOMITAS
10/10/2021;24.6;16.0;RIO GRANDE
11/10/2021;26.6;12.2;AEROPARQUE AERO
11/10/2021;21.7;14.9;LAS LOMITAS
11/10/2021;26.5;11.0;RIO GRANDE
12/10/2021;23.4;16.6;AEROPARQUE AERO
12/10/2021;37.3;3.1;LAS LOMITAS
12/10/2021;36.4;17.8;RIO GRANDE
13/10/2021;33.4;4.8;AEROPARQUE AERO
13/10/2021;21.1;16.7;LAS LOMITAS
13/10/2021;20.5;7.8;RIO GRANDE
14/10/2021;26.2;11.1;AEROPARQUE AERO
14/10/2021;25.8;10.1;LAS LOMITAS
14/10/2021;25.2;17.4;RIO GRANDE
15/10/2021;20.9;18.4;AEROPARQUE AERO
15/10/2021;32.5;11.7;LAS LOMITAS
15/10/2021;31.2;3.9;RIO GRANDE
16/10/2021;39.1;10.7;AEROPARQUE AERO
16/10/2021;30.5;6.7;LAS LOMITAS
16/10/2021;22.2;19.0;RIO GRANDE
17/10/2021;32.3;19.4;AEROPARQUE AERO
17/10/2021;29.1;11.7;LAS LOMITAS
17/10/2021;30.4;13.9;RIO GRANDE
18/10/2021;38.1;19.5;AEROPARQUE AERO
18/10/2021;34.1;1.4;LAS LOMITAS
18/10/2021;28.8;10.3;RIO GRANDE
19/10/2021;23.7;3.3;AEROPARQUE AERO
19/10/2021;34.1;3.8;LAS LOMITAS
19/10/2021;22.7;15.9;RIO GRANDE
20/10/2021;30.0;12.8;AEROPARQUE AERO
20/10/2021;27.9;13.4;LAS LOMITAS
20/10/2021;37.3;8.9;RIO GRANDE
21/10/2021;26.8;15.2;AEROPARQUE AERO
21/10/2021;21.7;17.0;LAS LOMITAS
21/10/2021;32.3;8.0;RIO GRANDE
22/10/2021;32.2;16.2;AEROPARQUE AERO
22/10/2021;32.5;12.3;LAS LOMITAS
22/10/2021;27.5;7.8;RIO GRANDE
23/10/2021;39.6;8.5;AEROPARQUE AERO
23/10/2021;20.0;4.6;LAS LOMITAS
23/10/2021;32.1;2.5;RIO GRANDE
24/10/2021;39.1;9.7;AEROPARQUE AERO
24/10/2021;30.3;9.9;LAS LOMITAS
24/10/2021;38.2;1.1;RIO GRANDE
25/10/2021;31.7;1.2;AEROPARQUE AERO
25/10/2021;30.2;12.7;LAS LOMITAS
25/10/2021;22.1;0.4;RIO GRANDE
26/10/2021;27.4;18.6;AEROPARQUE AERO
26/10/2021;26.4;19.0;LAS LOMITAS
26/10/2021;33.2;7.5;RIO GRANDE
27/10/2021;25.5;6.2;AEROPARQUE AERO
27/10/2021;30.0;12.1;LAS LOMITAS
27/10/2021;24.4;19.3;RIO GRANDE
28/10/2021;21.1;1.4;AEROPARQUE AERO
28/10/2021;26.0;6.7;LAS LOMITAS
28/10/2021;30.9;16.8;RIO GRANDE
29/10/2021;22.8;19.9;AEROPARQUE AERO
29/10/2021;39.9;17.4;LAS LOMITAS
29/10/2021;38.2;5.6;RIO GRANDE
30/10/2021;25.7;5.3;AEROPARQUE AERO
30/10/2021;36.3;7.7;LAS LOMITAS
30/10/2021;31.5;1.2;RIO GRANDE
31/10/2021;26.6;4.8;AEROPARQUE AERO
31/10/2021;33.0;15.9;LAS LOMITAS
31/10/2021;25.2;8.4;RIO GRANDE
1/11/2021;24.2;15.4;AEROPARQUE AERO
1/11/2021;33.0;0.2;LAS LOMITAS
1/11/2021;34.6;15.0;RIO GRANDE
2/11/2021;22.6;19.4;AEROPARQUE AERO
2/11/2021;34.1;2.2;LAS LOMITAS
2/11/2021;21.1;9.6;RIO GRANDE
3/11/2021;20.3;18.1;AEROPARQUE AERO
3/11/2021;34.1;18.0;LAS LOMITAS
3/11/2021;30.4;5.7;RIO GRANDE
4/11/2021;22.7;2.1;AEROPARQUE AERO
4/11/2021;35.4;4.3;LAS LOMITAS
4/11/2021;39.8;12.8;RIO GRANDE
5/11/2021;35.8;11.3;AEROPARQUE AERO
5/11/2021;31.7;1.1;LAS LOMITAS
5/11/2021;29.8;12.1;RIO GRANDE
6/11/2021;28.9;15.9;AEROPARQUE AERO
6/11/2021;20.3;13.5;LAS LOMITAS
6/11/2021;38.3;0.5;RIO GRANDE
7/11/2021;34.8;17.1;AEROPARQUE AERO
7/11/2021;20.5;16.8;LAS LOMITAS
7/11/2021;39.5;3.5;RIO GRANDE
8/11/2021;29.3;16.9;AEROPARQUE AERO
8/11/2021;35.2;12.8;LAS LOMITAS
8/11/2021;31.6;15.8;RIO GRANDE
9/11/2021;34.3;8.9;AEROPARQUE AERO
9/11/2021;24.5;5.7;LAS LOMITAS
9/11/2021;39.3;9.3;RIO GRANDE
10/11/2021;38.3;7.0;AEROPARQUE AERO
10/11/2021;26.3;4.8;LAS LOMITAS
10/11/2021;37.4;14.1;RIO GRANDE
11/11/2021;25.5;14.0;AEROPARQUE AERO
11/11/2021;30.4;19.9;LAS LOMITAS
11/11/2021;30.2;14.2;RIO GRANDE
12/11/2021;27.5;18.9;AEROPARQUE AERO
12/11/2021;25.6;8.4;LAS LOMITAS
12/11/2021;29.9;17.7;RIO GRANDE
13/11/2021;34.9;0.5;AEROPARQUE AERO
13/11/2021;24.4;0.1;LAS LOMITAS
13/11/2021;38.6;16.3;RIO GRANDE
14/11/2021;22.4;11.6;AEROPARQUE AERO
14/11/2021;20.7;7.2;LAS LOMITAS
14/11/2021;36.9;12.2;RIO GRANDE
15/11/2021;31.3;6.0;AEROPARQUE AERO
15/11/2021;28.6;4.3;LAS LOMITAS
15/11/2021;38.7;4.1;RIO GRANDE
16/11/2021;27.4;11.6;AEROPARQUE AERO
16/11/2021;38.8;7.8;LAS LOMITAS
16/11/2021;26.2;18.9;RIO GRANDE
17/11/2021;28.3;16.8;AEROPARQUE AERO
17/11/2021;30.0;2.0;LAS LOMITAS
17/11/2021;31.8;0.3;RIO GRANDE
18/11/2021;29.6;10.2;AEROPARQUE AERO
18/11/2021;35.6;11.2;LAS LOMITAS
18/11/2021;34.1;9.5;RIO GRANDE
19/11/2021;31.0;1.2;AEROPARQUE AERO
19/11/2021;27.7;3.9;LAS LOMITAS
19/11/2021;26.9;18.5;RIO GRANDE
20/11/2021;22.1;8.3;AEROPARQUE AERO
20/11/2021;29.3;5.1;LAS LOMITAS
20/11/2021;34.6;14.4;RIO GRANDE
21/11/2021;21.9;17.7;AEROPARQUE AERO
21/11/2021;28.9;18.5;LAS LOMITAS
21/11/2021;24.7;18.5;RIO GRANDE
22/11/2021;27.5;0.6;AEROPARQUE AERO
22/11/2021;33.0;5.3;LAS LOMITAS
22/11/2021;33.1;14.9;RIO GRANDE
23/11/2021;20.7;14.9;AEROPARQUE AERO
23/11/2021;21.8;13.2;LAS LOMITAS
23/11/2021;22.4;10.5;RIO GRANDE
24/11/2021;31.5;3.7;AEROPARQUE AERO
24/11/2021;33.9;10.1;LAS LOMITAS
24/11/2021;35.8;13.4;RIO GRANDE
25/11/2021;25.5;1.0;AEROPARQUE AERO
25/11/2021;37.2;10.9;LAS LOMITAS
25/11/2021;25.7;15.8;RIO GRANDE
26/11/2021;28.5;9.7;AEROPARQUE AERO
26/11/2021;25.6;5.1;LAS LOMITAS
26/11/2021;29.0;9.5;RIO GRANDE
27/11/2021;24.5;9.5;AEROPARQUE AERO
27/11/2021;28.1;18.7;LAS LOMITAS
27/11/2021;34.4;2.4;RIO GRANDE
28/11/2021;38.7;8.5;AEROPARQUE AERO
28/11/2021;29.0;12.7;LAS LOMITAS
28/11/2021;39.1;12.7;RIO GRANDE
29/11/2021;30.3;6.9;AEROPARQUE AERO
29/11/2021;22.7;0.9;LAS LOMITAS
29/11/2021;29.4;2.9;RIO GRANDE
30/11/2021;24.7;16.8;AEROPARQUE AERO
30/11/2021;24.5;15.4;LAS LOMITAS
30/11/2021;33.5;19.0;RIO GRANDE
1/12/2021;28.9;16.6;AEROPARQUE AERO
1/12/2021;27.3;11.7;LAS LOMITAS
1/12/2021;24.2;12.1;RIO GRANDE
2/12/2021;30.6;0.8;AEROPARQUE AERO
2/12/2021;23.6;10.2;LAS LOMITAS
2/12/2021;37.5;9.7;RIO GRANDE
3/12/2021;27.7;12.6;AEROPARQUE AERO
3/12/2021;33.1;3.3;LAS LOMITAS
3/12/2021;27.2;5.3;RIO GRANDE
4/12/2021;33.2;18.3;AEROPARQUE AERO
4/12/2021;28.3;18.2;LAS LOMITAS
4/12/2021;36.3;15.6;RIO GRANDE
5/12/2021;21.1;6.5;AEROPARQUE AERO
5/12/2021;36.4;1.0;LAS LOMITAS
5/12/2021;36.2;19.0;RIO GRANDE
6/12/2021;33.9;3.3;AEROPARQUE AERO
6/12/2021;26.0;6.6;LAS LOMITAS
6/12/2021;39.5;0.4;RIO GRANDE
7/12/2021;21.5;4.0;AEROPARQUE AERO
7/12/2021;22.0;11.8;LAS LOMITAS
7/12/2021;28.4;16.8;RIO GRANDE
8/12/2021;22.0;16.8;AEROPARQUE AERO
8/12/2021;34.9;11.4;LAS LOMITAS
8/12/2021;28.0;16.7;RIO GRANDE
9/12/2021;33.7;0.4;AEROPARQUE AERO
9/12/2021;35.2;8.5;LAS LOMITAS
9/12/2021;31.6;17.8;RIO GRANDE
10/12/2021;31.5;5.4;AEROPARQUE AERO
10/12/2021;25.5;12.0;LAS LOMITAS
10/12/2021;27.3;3.4;RIO GRANDE
11/12/2021;31.1;12.9;AEROPARQUE AERO
11/12/2021;27.4;16.2;LAS LOMITAS
11/12/2021;21.4;12.6;RIO GRANDE
12/12/2021;25.4;18.8;AEROPARQUE AERO
12/12/2021;22.7;19.5;LAS LOMITAS
12/12/2021;28.0;1.3;RIO GRANDE
13/12/2021;27.5;9.2;AEROPARQUE AERO
13/12/2021;37.3;2.9;LAS LOMITAS
13/12/2021;24.1;19.2;RIO GRANDE
14/12/2021;28.2;0.5;AEROPARQUE AERO
14/12/2021;26.8;4.7;LAS LOMITAS
14/12/2021;26.7;10.4;RIO GRANDE
15/12/2021;31.0;2.3;AEROPARQUE AERO
15/12/2021;23.3;1.9;LAS LOMITAS
15/12/2021;24.5;5.7;RIO GRANDE
16/12/2021;31.0;19.9;AEROPARQUE AERO
16/12/2021;35.7;7.0;LAS LOMITAS
16/12/2021;39.8;7.1;RIO GRANDE
17/12/2021;34.4;1.0;AEROPARQUE AERO
17/12/2021;26.0;9.0;LAS LOMITAS
17/12/2021;39.8;8.3;RIO GRANDE
18/12/2021;21.0;11.4;AEROPARQUE AERO
18/12/2021;29.3;18.3;LAS LOMITAS
18/12/2021;23.8;9.3;RIO GRANDE
19/12/2021;22.2;14.2;AEROPARQUE AERO
19/12/2021;29.6;5.4;LAS LOMITAS
19/12/2021;39.1;3.2;RIO GRANDE
20/12/2021;22.3;14.7;AEROPARQUE AERO
20/12/2021;27.3;16.5;LAS LOMITAS
20/12/2021;23.9;2.7;RIO GRANDE
21/12/2021;23.5;12.8;AEROPARQUE AERO
21/12/2021;28.5;16.0;LAS LOMITAS
21/12/2021;32.4;11.7;RIO GRANDE
22/12/2021;22.2;15.3;AEROPARQUE AERO
22/12/2021;37.4;14.5;LAS LOMITAS
22/12/2021;22.1;17.9;RIO GRANDE
23/12/2021;20.3;8.1;AEROPARQUE AERO
23/12/2021;33.4;16.2;LAS LOMITAS
23/12/2021;32.1;0.1;RIO GRANDE
24/12/2021;21.3;14.3;AEROPARQUE AERO
24/12/2021;22.9;12.8;LAS LOMITAS
24/12/2021;37.8;2.2;RIO GRANDE
25/12/2021;34.5;7.8;AEROPARQUE AERO
25/12/2021;26.1;19.2;LAS LOMITAS
25/12/2021;24.4;8.7;RIO GRANDE
26/12/2021;29.9;7.9;AEROPARQUE AERO
26/12/2021;31.8;17.5;LAS LOMITAS
26/12/2021;35.4;8.0;RIO GRANDE
27/12/2021;37.7;2.3;AEROPARQUE AERO
27/12/2021;31.1;5.0;LAS LOMITAS
27/12/2021;20.9;15.5;RIO GRANDE
28/12/2021;37.4;10.2;AEROPARQUE AERO
28/12/2021;25.7;11.7;LAS LOMITAS
28/12/2021;28.6;3.7;RIO GRANDE
29/12/2021;25.9;11.4;AEROPARQUE AERO
29/12/2021;32.8;16.6;LAS LOMITAS
29/12/2021;29.3;12.2;RIO GRANDE
30/12/2021;38.4;6.4;AEROPARQUE AERO
30/12/2021;36.4;6.0;LAS LOMITAS
30/12/2021;34.5;9.1;RIO GRANDE
31/12/2021;36.1;16.4;AEROPARQUE AERO
31/12/2021;25.9;2.2;LAS LOMITAS
31/12/2021;39.3;4.4;RIO GRANDE
1/1/2022;22.7;13.3;AEROPARQUE AERO
1/1/2022;22.3;17.1;LAS LOMITAS
1/1/2022;29.6;9.9;RIO GRANDE
2/1/2022;35.1;14.2;AEROPARQUE AERO
2/1/2022;21.4;11.4;LAS LOMITAS
2/1/2022;34.6;13.8;RIO GRANDE
3/1/2022;32.4;13.1;AEROPARQUE AERO
3/1/2022;34.2;1.8;LAS LOMITAS
